iso2_code,development_status_3,distributed_year,distributed_real_cost,distributed_length,cost_per_km_distributed
IT,AE,2021,690.8211192660425,4.663072128354737,148.14720858924042
IT,AE,2022,873.2129032984425,8.546115606615606,102.17658448505921
IT,AE,2023,845.7319326035674,8.18746176046176,103.29598566037998
IT,AE,2024,1007.4733464979254,9.152864357864358,110.07191924922174
IT,AE,2025,659.9819754617477,6.478968253968254,101.8652892854538
IT,AE,2026,607.3890407124143,5.767857142857142,105.30583987583654
IT,AE,2027,516.4056383892143,3.4678571428571425,148.9120275478682
IT,AE,2028,446.9044282812143,2.9178571428571427,153.16186036565483
IT,AE,2029,446.9044282812143,2.9178571428571427,153.16186036565483
IT,AE,2030,282.3655785937143,1.342857142857143,210.27223937829785
JP,AE,2010,50.16632571428571,0.9666666666666667,51.896199014778325
JP,AE,2011,50.16632571428571,0.9666666666666667,51.896199014778325
JP,AE,2012,50.16632571428571,0.9666666666666667,51.896199014778325
JP,AE,2013,50.16632571428571,0.9666666666666667,51.896199014778325
JP,AE,2014,111.72879208095239,1.1444444444444444,97.62709987656035
JP,AE,2015,193.9678413082251,1.4171717171717173,136.8696813222686
JP,AE,2016,193.9678413082251,1.4171717171717173,136.8696813222686
JP,AE,2017,193.9678413082251,1.4171717171717173,136.8696813222686
JP,AE,2018,273.2084538082251,2.158838383838384,126.55345386367661
JP,AE,2019,273.2084538082251,2.158838383838384,126.55345386367661
JP,AE,2020,223.04212809393943,1.1921717171717172,187.08892761109936
JP,AE,2021,223.04212809393943,1.1921717171717172,187.08892761109936
JP,AE,2022,223.04212809393943,1.1921717171717172,187.08892761109936
JP,AE,2023,161.47966172727274,1.0143939393939394,159.1883147722181
JP,AE,2024,161.47966172727274,1.0143939393939394,159.1883147722181
JP,AE,2025,161.47966172727274,1.0143939393939394,159.1883147722181
JP,AE,2026,79.2406125,0.7416666666666667,106.84127528089887
JP,AE,2027,79.2406125,0.7416666666666667,106.84127528089887
JP,AE,2028,79.2406125,0.7416666666666667,106.84127528089887
JP,AE,2029,79.2406125,0.7416666666666667,106.84127528089887
KR,AE,2010,566.4082194583333,8.264484126984128,68.53521777711089
KR,AE,2011,682.0765436458333,9.864484126984127,69.1446744569262
KR,AE,2012,519.0429606458333,7.393055555555556,70.20682541142213
KR,AE,2013,519.0429606458333,7.393055555555556,70.20682541142213
KR,AE,2014,851.202582057738,10.636111111111111,80.02949322036712
KR,AE,2015,851.202582057738,10.636111111111111,80.02949322036712
KR,AE,2016,851.202582057738,10.636111111111111,80.02949322036712
KR,AE,2017,732.3280309660714,8.29861111111111,88.247059798422
KR,AE,2018,569.6080401327381,6.143055555555556,92.72389529630826
KR,AE,2019,858.4754016595238,10.928769841269842,78.55187858542872
KR,AE,2020,858.4754016595238,10.928769841269842,78.55187858542872
KR,AE,2021,795.3864905309524,10.341269841269842,76.9138125916347
KR,AE,2022,744.0847698809523,9.853769841269841,75.51270040472787
KR,AE,2023,474.5561420142857,6.898214285714286,68.79405631063939
KR,AE,2024,474.5561420142857,6.898214285714286,68.79405631063939
KR,AE,2025,474.5561420142857,6.898214285714286,68.79405631063939
KR,AE,2026,70.02045629999999,0.5125,136.62528058536586
KR,AE,2027,70.02045629999999,0.5125,136.62528058536586
KR,AE,2028,70.02045629999999,0.5125,136.62528058536586
KW,EMDE,2020,3333.3333333333335,26.666666666666668,125.0
KW,EMDE,2021,3333.3333333333335,26.666666666666668,125.0
KW,EMDE,2022,3333.3333333333335,26.666666666666668,125.0
KW,EMDE,2023,3333.3333333333335,26.666666666666668,125.0
KW,EMDE,2024,3333.3333333333335,26.666666666666668,125.0
KW,EMDE,2025,3333.3333333333335,26.666666666666668,125.0
MX,EMDE,2010,860.8664797163999,4.9,175.6870366768163
MX,EMDE,2011,860.8664797163999,4.9,175.6870366768163
MX,EMDE,2012,860.8664797163999,4.9,175.6870366768163
MX,EMDE,2014,338.538042,3.0714285714285716,110.22168809302326
MX,EMDE,2015,338.538042,3.0714285714285716,110.22168809302326
MX,EMDE,2016,338.538042,3.0714285714285716,110.22168809302326
MX,EMDE,2017,338.538042,3.0714285714285716,110.22168809302326
MX,EMDE,2018,338.538042,3.0714285714285716,110.22168809302326
MX,EMDE,2019,338.538042,3.0714285714285716,110.22168809302326
MX,EMDE,2020,338.538042,3.0714285714285716,110.22168809302326
MY,EMDE,2012,1133.1258155,8.5,133.30891947058825
MY,EMDE,2013,1133.1258155,8.5,133.30891947058825
MY,EMDE,2014,1133.1258155,8.5,133.30891947058825
MY,EMDE,2015,1133.1258155,8.5,133.30891947058825
MY,EMDE,2016,2053.08082918125,15.025,136.64431475415972
MY,EMDE,2017,2053.08082918125,15.025,136.64431475415972
MY,EMDE,2018,919.9550136812501,6.525,140.98927412739465
MY,EMDE,2019,919.9550136812501,6.525,140.98927412739465
MY,EMDE,2020,919.9550136812501,6.525,140.98927412739465
MY,EMDE,2021,919.9550136812501,6.525,140.98927412739465
MY,EMDE,2022,919.9550136812501,6.525,140.98927412739465
MY,EMDE,2023,919.9550136812501,6.525,140.98927412739465
NL,AE,2010,219.16232595,0.60625,361.5048675463918
NL,AE,2011,219.16232595,0.60625,361.5048675463918
NL,AE,2012,219.16232595,0.60625,361.5048675463918
NL,AE,2013,219.16232595,0.60625,361.5048675463918
NL,AE,2014,219.16232595,0.60625,361.5048675463918
NL,AE,2015,219.16232595,0.60625,361.5048675463918
NL,AE,2016,219.16232595,0.60625,361.5048675463918
NL,AE,2017,219.16232595,0.60625,361.5048675463918
NL,AE,2018,219.16232595,0.60625,361.5048675463918
NO,AE,2013,56.59574469499999,0.4,141.48936173749996
NO,AE,2014,56.59574469499999,0.4,141.48936173749996
NO,AE,2015,56.59574469499999,0.4,141.48936173749996
NO,AE,2016,56.59574469499999,0.4,141.48936173749996
NO,AE,2020,280.37879496,0.82,341.9253597073171
NO,AE,2021,280.37879496,0.82,341.9253597073171
NO,AE,2022,280.37879496,0.82,341.9253597073171
NO,AE,2023,280.37879496,0.82,341.9253597073171
NO,AE,2024,280.37879496,0.82,341.9253597073171
NO,AE,2025,280.37879496,0.82,341.9253597073171
NO,AE,2026,280.37879496,0.82,341.9253597073171
NO,AE,2027,280.37879496,0.82,341.9253597073171
NO,AE,2028,280.37879496,0.82,341.9253597073171
NO,AE,2029,280.37879496,0.82,341.9253597073171
PA,EMDE,2010,401.8,2.7399999999999998,146.64233576642337
PA,EMDE,2011,401.8,2.7399999999999998,146.64233576642337
PA,EMDE,2012,401.8,2.7399999999999998,146.64233576642337
PA,EMDE,2013,401.8,2.7399999999999998,146.64233576642337
PA,EMDE,2014,401.8,2.7399999999999998,146.64233576642337
PA,EMDE,2015,426.0,4.2,101.42857142857143
PA,EMDE,2016,426.0,4.2,101.42857142857143
PA,EMDE,2017,426.0,4.2,101.42857142857143
PA,EMDE,2018,426.0,4.2,101.42857142857143
PA,EMDE,2019,426.0,4.2,101.42857142857143
PA,EMDE,2020,501.4,5.34,93.89513108614231
PA,EMDE,2021,501.4,5.34,93.89513108614231
PA,EMDE,2022,501.4,5.34,93.89513108614231
PA,EMDE,2023,501.4,5.34,93.89513108614231
PA,EMDE,2024,501.4,5.34,93.89513108614231
PE,EMDE,2014,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2015,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2016,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2017,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2018,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2019,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2020,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2021,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2022,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2023,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2024,486.3333333333333,2.9166666666666665,166.74285714285713
PE,EMDE,2025,486.3333333333333,2.9166666666666665,166.74285714285713
PH,EMDE,2015,217.568835,3.257142857142857,66.79744934210527
PH,EMDE,2016,217.568835,3.257142857142857,66.79744934210527
PH,EMDE,2017,217.568835,3.257142857142857,66.79744934210527
PH,EMDE,2018,217.568835,3.257142857142857,66.79744934210527
PH,EMDE,2019,1559.2375097657143,8.87142857142857,175.7594616483092
PH,EMDE,2020,1559.2375097657143,8.87142857142857,175.7594616483092
PH,EMDE,2021,1800.0272115457142,11.991428571428571,150.10948869216105
PH,EMDE,2022,1582.4583765457144,8.734285714285715,181.17776636931632
PH,EMDE,2023,1582.4583765457144,8.734285714285715,181.17776636931632
PH,EMDE,2024,1582.4583765457144,8.734285714285715,181.17776636931632
PH,EMDE,2025,1582.4583765457144,8.734285714285715,181.17776636931632
PK,EMDE,2015,296.7813175,4.516666666666667,65.70804077490774
PK,EMDE,2016,296.7813175,4.516666666666667,65.70804077490774
PK,EMDE,2017,296.7813175,4.516666666666667,65.70804077490774
PK,EMDE,2018,296.7813175,4.516666666666667,65.70804077490774
PK,EMDE,2019,296.7813175,4.516666666666667,65.70804077490774
PK,EMDE,2020,296.7813175,4.516666666666667,65.70804077490774
PL,EMDE,2010,326.1145930166667,1.0833333333333333,301.0288550923077
PL,EMDE,2011,326.1145930166667,1.0833333333333333,301.0288550923077
PL,EMDE,2012,326.1145930166667,1.0833333333333333,301.0288550923077
PL,EMDE,2013,326.1145930166667,1.0833333333333333,301.0288550923077
PL,EMDE,2014,326.1145930166667,1.0833333333333333,301.0288550923077
PL,EMDE,2015,433.6443271393333,2.27,191.0327432331865
PL,EMDE,2016,107.52973412266667,1.1866666666666665,90.61494448539327
PL,EMDE,2017,107.52973412266667,1.1866666666666665,90.61494448539327
PL,EMDE,2018,185.05519528266666,1.9866666666666668,93.14858822953019
PL,EMDE,2019,185.05519528266666,1.9866666666666668,93.14858822953019
PL,EMDE,2020,128.28374026066666,1.3666666666666667,93.8661514102439
PL,EMDE,2021,77.52546115999999,0.8,96.90682644999998
PL,EMDE,2022,77.52546115999999,0.8,96.90682644999998
PT,AE,2019,68.959629816,1.2,57.46635818000001
PT,AE,2020,68.959629816,1.2,57.46635818000001
PT,AE,2021,154.116932136,1.8666666666666667,82.56264221571429
PT,AE,2022,154.116932136,1.8666666666666667,82.56264221571429
PT,AE,2023,154.116932136,1.8666666666666667,82.56264221571429
QA,EMDE,2013,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2014,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2015,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2016,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2017,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2018,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2019,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2020,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2021,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2022,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2023,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2024,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2025,2571.4285714285716,8.857142857142858,290.3225806451613
QA,EMDE,2026,2571.4285714285716,8.857142857142858,290.3225806451613
RO,EMDE,2014,155.361643878,1.1500000000000001,135.09708163304344
RO,EMDE,2015,155.361643878,1.1500000000000001,135.09708163304344
RO,EMDE,2016,155.361643878,1.1500000000000001,135.09708163304344
RO,EMDE,2017,155.361643878,1.1500000000000001,135.09708163304344
RO,EMDE,2018,155.361643878,1.1500000000000001,135.09708163304344
RO,EMDE,2019,155.361643878,1.1500000000000001,135.09708163304344
RO,EMDE,2024,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2025,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2026,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2027,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2028,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2029,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2030,374.37490292499996,2.625,142.61901063809523
RO,EMDE,2031,374.37490292499996,2.625,142.61901063809523
RS,EMDE,2021,788.4935399999999,7.0,112.64193428571427
RS,EMDE,2022,788.4935399999999,7.0,112.64193428571427
RS,EMDE,2023,788.4935399999999,7.0,112.64193428571427
RS,EMDE,2024,788.4935399999999,7.0,112.64193428571427
RS,EMDE,2025,788.4935399999999,7.0,112.64193428571427
RS,EMDE,2026,788.4935399999999,7.0,112.64193428571427
RU,EMDE,2013,200.12563482857144,0.9142857142857144,218.88741309374998
RU,EMDE,2014,392.9433944285714,1.9142857142857144,205.2689373880597
RU,EMDE,2015,438.07148842857146,2.5392857142857146,172.51760444444443
RU,EMDE,2016,591.0514923950932,5.439285714285714,108.66343917966257
RU,EMDE,2017,1817.7911459665218,14.967857142857143,121.44631850885852
RU,EMDE,2018,1817.7911459665218,14.967857142857143,121.44631850885852
RU,EMDE,2019,1579.8452923665218,13.342857142857143,118.40382276836887
RU,EMDE,2020,1226.7396535714286,9.528571428571428,128.7432919790105
RU,EMDE,2021,1226.7396535714286,9.528571428571428,128.7432919790105
RU,EMDE,2022,1226.7396535714286,9.528571428571428,128.7432919790105
RU,EMDE,2023,1226.7396535714286,9.528571428571428,128.7432919790105
SA,EMDE,2014,3541.214285714286,36.42619047619048,97.21615791881823
SA,EMDE,2015,7931.714285714285,61.87619047619047,128.1868554717562
SA,EMDE,2016,7931.714285714285,61.87619047619047,128.1868554717562
SA,EMDE,2017,3541.214285714286,36.42619047619048,97.21615791881823
SA,EMDE,2018,2290.714285714286,26.251190476190473,87.26134869166933
SA,EMDE,2019,2290.714285714286,26.251190476190473,87.26134869166933
SA,EMDE,2020,1735.7142857142858,21.267857142857142,81.61209068010076
SA,EMDE,2021,1000.0,13.424999999999999,74.487895716946
SA,EMDE,2022,1000.0,13.424999999999999,74.487895716946
SA,EMDE,2023,1000.0,13.424999999999999,74.487895716946
SA,EMDE,2024,1000.0,13.424999999999999,74.487895716946
SA,EMDE,2025,1000.0,13.424999999999999,74.487895716946
SE,AE,2020,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2021,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2022,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2023,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2024,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2025,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2026,343.81998508636366,1.8896103896103895,181.95284434123712
SE,AE,2027,261.83111206636363,1.418181818181818,184.62450209807693
SE,AE,2028,261.83111206636363,1.418181818181818,184.62450209807693
SE,AE,2029,261.83111206636363,1.418181818181818,184.62450209807693
SE,AE,2030,261.83111206636363,1.418181818181818,184.62450209807693
SG,AE,2010,1890.4090330363633,7.417272727272726,254.86578457408996
SG,AE,2011,1890.4090330363633,7.417272727272726,254.86578457408996
SG,AE,2012,1890.4090330363633,7.417272727272726,254.86578457408996
SG,AE,2013,1484.2449173999998,4.1899999999999995,354.23506381861574
SG,AE,2014,3277.960456036363,8.099090909090908,404.73190050959704
SG,AE,2015,3277.960456036363,8.099090909090908,404.73190050959704
SG,AE,2016,3277.960456036363,8.099090909090908,404.73190050959704
SG,AE,2017,3668.1980784419193,8.543535353535354,429.35364888775257
SG,AE,2018,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2019,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2020,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2021,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2022,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2023,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2024,2183.953161041919,4.353535353535354,501.6504940676333
SG,AE,2025,390.2376224055555,0.4444444444444444,878.0346504124999
TH,EMDE,2011,235.1030650738,2.69,87.39890894936804
TH,EMDE,2012,335.7733233778,4.518571428571429,74.30961946394562
TH,EMDE,2013,335.7733233778,4.518571428571429,74.30961946394562
TH,EMDE,2014,335.7733233778,4.518571428571429,74.30961946394562
TH,EMDE,2015,622.2255112568,7.685238095238095,80.96372598297789
TH,EMDE,2016,622.2255112568,7.685238095238095,80.96372598297789
TH,EMDE,2017,1940.1124571988,22.49079365079365,86.2625164466056
TH,EMDE,2018,1940.1124571988,22.49079365079365,86.2625164466056
TH,EMDE,2019,1839.4421988948,20.66222222222222,89.02441272345237
TH,EMDE,2020,1839.4421988948,20.66222222222222,89.02441272345237
TH,EMDE,2021,1317.8869459419998,14.805555555555555,89.01300197732081
TH,EMDE,2022,1317.8869459419998,14.805555555555555,89.01300197732081
TH,EMDE,2023,770.3833995199999,3.988888888888889,193.1323285704735
TH,EMDE,2024,770.3833995199999,3.988888888888889,193.1323285704735
TH,EMDE,2025,770.3833995199999,3.988888888888889,193.1323285704735
TR,EMDE,2010,634.9599556733333,8.911333333333333,71.25308098376598
TR,EMDE,2011,851.8321778955556,17.447166666666664,48.82352499807356
TR,EMDE,2012,851.8321778955556,17.447166666666664,48.82352499807356
TR,EMDE,2013,745.229604910889,16.184666666666665,46.045409538506966
TR,EMDE,2014,476.3841503654343,14.971257575757576,31.819915458326374
TR,EMDE,2015,518.2054814771843,16.362646464646463,31.67002859817523
TR,EMDE,2016,831.9025052867082,25.8209797979798,32.21808435603188
TR,EMDE,2017,1124.1198213040243,31.925092352092353,35.21116897349712
TR,EMDE,2018,1262.9015897706909,37.71042568542568,33.489454622061636
TR,EMDE,2019,1154.6515897706909,35.247925685425685,32.758001139571064
TR,EMDE,2020,1010.4293675484686,28.247925685425685,35.77003772952406
TR,EMDE,2021,1010.4293675484686,28.247925685425685,35.77003772952406
TR,EMDE,2022,1010.4293675484686,28.247925685425685,35.77003772952406
TR,EMDE,2023,517.1926948051948,12.477092352092352,41.451379873650126
TR,EMDE,2024,332.1409090909091,7.956060606060606,41.74690535136164
TR,EMDE,2025,207.68636363636364,4.046969696969697,51.31898165481093
TR,EMDE,2026,207.68636363636364,4.046969696969697,51.31898165481093
TR,EMDE,2027,207.68636363636364,4.046969696969697,51.31898165481093
TW,AE,2010,844.1913390672728,7.709848484848485,109.49519186094135
TW,AE,2011,1081.6675808982727,9.249848484848485,116.93895123472292
TW,AE,2012,1081.6675808982727,9.249848484848485,116.93895123472292
TW,AE,2013,1081.6675808982727,9.249848484848485,116.93895123472292
TW,AE,2014,987.6690268982727,8.708181818181817,113.41851232781084
TW,AE,2015,987.6690268982727,8.708181818181817,113.41851232781084
TW,AE,2016,1221.6164967304155,10.694431818181817,114.22920988224179
TW,AE,2017,1221.6164967304155,10.694431818181817,114.22920988224179
TW,AE,2018,929.9716006054156,6.444431818181818,144.30622075660202
TW,AE,2019,1481.8803900649004,11.37776515151515,130.24353819322434
TW,AE,2020,1481.8803900649004,11.37776515151515,130.24353819322434
TW,AE,2021,1321.6330614585595,9.982083333333334,132.40052375090966
TW,AE,2022,1321.6330614585595,9.982083333333334,132.40052375090966
TW,AE,2023,1418.2864338514169,11.382083333333332,124.60692759978771
TW,AE,2024,1224.1221898764168,9.595833333333333,127.56809620943987
TW,AE,2025,1065.88990988975,8.229166666666666,129.5258624676152
TW,AE,2026,1065.88990988975,8.229166666666666,129.5258624676152
TW,AE,2027,668.70317383875,4.754166666666666,140.65623288457493
TW,AE,2028,668.70317383875,4.754166666666666,140.65623288457493
TW,AE,2029,420.99601185000006,3.091666666666667,136.17121677088952
TW,AE,2030,420.99601185000006,3.091666666666667,136.17121677088952
TW,AE,2031,136.43659825000003,1.6,85.27287390625001
TW,AE,2032,136.43659825000003,1.6,85.27287390625001
UA,EMDE,2018,108.51175303257142,1.24,87.50947825207372
UA,EMDE,2019,108.51175303257142,1.24,87.50947825207372
UA,EMDE,2020,108.51175303257142,1.24,87.50947825207372
UA,EMDE,2021,441.84508636590476,4.573333333333333,96.61335707709289
UA,EMDE,2022,441.84508636590476,4.573333333333333,96.61335707709289
UA,EMDE,2023,397.77970802190475,3.8333333333333335,103.76861948397514
UA,EMDE,2024,397.77970802190475,3.8333333333333335,103.76861948397514
UA,EMDE,2025,333.3333333333333,3.3333333333333335,99.99999999999999
UA,EMDE,2026,333.3333333333333,3.3333333333333335,99.99999999999999
US,AE,2010,1522.7666666666667,4.803333333333333,317.0229007633588
US,AE,2011,2233.4541666666664,6.803333333333333,328.28821656050957
US,AE,2012,2233.4541666666664,6.803333333333333,328.28821656050957
US,AE,2013,2640.8541666666665,8.418333333333333,313.702732132251
US,AE,2014,2895.399621212121,8.991060606060607,322.0309313965049
US,AE,2015,2098.399621212121,5.657727272727273,370.8909107951045
US,AE,2016,2098.399621212121,5.657727272727273,370.8909107951045
US,AE,2017,1638.299621212121,5.387727272727273,304.0799094462724
US,AE,2018,1904.9662878787879,5.8543939393939395,325.3908615647403
US,AE,2019,2536.6935606060606,6.090757575757576,416.48243737406403
US,AE,2020,2986.6935606060606,6.615757575757576,451.451481769879
US,AE,2021,2986.6935606060606,6.615757575757576,451.451481769879
US,AE,2022,2847.526893939394,6.390757575757576,445.5695369733754
US,AE,2023,2313.626893939394,3.800757575757576,608.7278253936615
US,AE,2024,3252.0884324009326,4.539219114219114,716.4422669559524
US,AE,2025,2997.542977855478,3.9664918414918415,755.7164107838097
US,AE,2026,2997.542977855478,3.9664918414918415,755.7164107838097
US,AE,2027,2020.188811188811,1.4998251748251747,1346.9495279170067
US,AE,2028,1570.188811188811,0.9748251748251747,1610.738880918221
US,AE,2029,1570.188811188811,0.9748251748251747,1610.738880918221
US,AE,2030,938.4615384615385,0.7384615384615384,1270.8333333333335
US,AE,2031,938.4615384615385,0.7384615384615384,1270.8333333333335
US,AE,2032,938.4615384615385,0.7384615384615384,1270.8333333333335
US,AE,2033,938.4615384615385,0.7384615384615384,1270.8333333333335
US,AE,2034,938.4615384615385,0.7384615384615384,1270.8333333333335
US,AE,2035,938.4615384615385,0.7384615384615384,1270.8333333333335
US,AE,2036,938.4615384615385,0.7384615384615384,1270.8333333333335
UZ,EMDE,2017,66.75,2.46,27.134146341463413
UZ,EMDE,2018,66.75,2.46,27.134146341463413
UZ,EMDE,2019,66.75,2.46,27.134146341463413
UZ,EMDE,2020,66.75,2.46,27.134146341463413
VN,EMDE,2010,483.29999999999995,3.125,154.65599999999998
VN,EMDE,2011,578.7284,4.275,135.37506432748535
VN,EMDE,2012,788.0083999999999,6.245,126.18228983186548
VN,EMDE,2013,788.0083999999999,6.245,126.18228983186548
VN,EMDE,2014,304.70840000000004,3.12,97.66294871794872
VN,EMDE,2015,304.70840000000004,3.12,97.66294871794872
VN,EMDE,2016,304.70840000000004,3.12,97.66294871794872
VN,EMDE,2017,304.70840000000004,3.12,97.66294871794872
VN,EMDE,2018,304.70840000000004,3.12,97.66294871794872
VN,EMDE,2019,304.70840000000004,3.12,97.66294871794872
VN,EMDE,2020,600.2512571428572,4.734285714285714,126.78813518406761
VN,EMDE,2021,504.8228571428571,3.5842857142857145,140.843363889996
VN,EMDE,2022,295.5428571428571,1.6142857142857143,183.07964601769908
VN,EMDE,2023,295.5428571428571,1.6142857142857143,183.07964601769908
VN,EMDE,2024,295.5428571428571,1.6142857142857143,183.07964601769908
VN,EMDE,2025,295.5428571428571,1.6142857142857143,183.07964601769908
VN,EMDE,2026,295.5428571428571,1.6142857142857143,183.07964601769908
